,_id,ltable_id,rtable_id,ltable_title,ltable_category,ltable_brand,ltable_modelno,rtable_title,rtable_category,rtable_brand,rtable_modelno,label,id
137058,137058,1563,430,asus f1a75-m pro amd a75 micro atx motherboard,electronics - general,asus,f1a75-m pro,asus f1a75-m pro - f1 socket - a75 - sata 6gbps and usb 3.0 - matx amd hudson d3 micro atx ddr3 1800 amd - fm1 motherboards,motherboards,asus,f1a75-m pro,1,2850
137844,137844,1832,432,arkon sgt-7ss sun shade for samsung galaxy tab,car stereos,arkon,sgt-7ss,arkon sun shade for samsung galaxy tab,touch screen tablet accessories,arkon,sgt-7ss,1,5433
140223,140223,432,438,apple ipod shuffle 4gb pink 4th gen,ipod,apple,mc331ll/a,apple ipod shuffle 2 gb green 4th generation newest model,mp3 players,apple,mc750ll/a,0,3753
145191,145191,757,449,amzer super clear screen protector with cleaning cloth for blackberry playbook 6pk,electronics - general,amzer,amz90548,amzer mirror screen protector with cleaning cloth for samsung vibrant t959 samsung galaxy s 4g sgh-t959v,screen protector foils,amzer,amz88776,0,3823
146682,146682,811,453,aleratec inc cd dvd shredder,stationery & office machinery,aleratec,,aleratec dvd cd shredder xc 240145 black,shredders,aleratec,240145,1,738
150643,150643,611,467,accell proultra 2m hdmi ethernet cable,tv accessories,accell,b116c-007b-40,accell proultra supreme b116c-010b-40 high speed hdmi cable with ethernet 3m,hdmi cables,accell,b116c-010b-40,0,7442
150653,150653,660,467,bell o high-speed hdmi cable with ethernet 2-meter,tv accessories,bell ' o,hd7102,accell proultra supreme b116c-010b-40 high speed hdmi cable with ethernet 3m,hdmi cables,accell,b116c-010b-40,0,6837
150667,150667,735,467,bell o high-speed hdmi cable with ethernet 1-meter,tv accessories,bell ' o,hd7101,accell proultra supreme b116c-010b-40 high speed hdmi cable with ethernet 3m,hdmi cables,accell,b116c-010b-40,0,5853
157040,157040,753,485,amzer anti-glare screen protector for ipad 2,mp3 accessories,amzer,90786,3m natural view screen protector for ipad 9.7,screen protector foils,3m,ipad 9.7 '',0,624
157252,157252,1926,485,inland proht film screen protector for ipad,mp3 accessories,inland,8562,3m natural view screen protector for ipad 9.7,screen protector foils,3m,ipad 9.7 '',0,5009
165616,165616,1997,513,d-link dgs-1005g 5-port gigabit desktop switch,networking,d-link,dgs1005g,d-link des-1024d 24-port 10 100 rack mount or desktop switch,switches,d-link,des-1024d,0,8476
165887,165887,1661,514,edge 8gb diskgo usb 2.0 flash drive silver,usb drives,edge,pe204198,edge diskgo secure guardian flash drive - usb flash drive - 16 gb - usb 2.0,usb flash drives,edge,diskgo secure guardian flash drive,0,170
167751,167751,1193,519,ape case ac165 digital camera case,photography - general,ape case,ac165,ape case digital camera camcorder accessories bag tall ac250,cases bags,norazza,ac250,0,3150
170714,170714,1594,526,dell switch by design studio lids shaadi 15r,electronics - general,dell,yxmrf,dell switch by design studio lid for inspiron r series laptop - sangeet,cleaning repair,dell,"switch by design studio , sangeet - 14 ''",0,543
172449,172449,629,530,acp-ep memory 16gb class 4 sdhc card,usb drives,ep memory,epsdhc/16gb -4,dane-elec 16 gb class 4 sdhc flash memory card da-sd-16gb-r,blank media,dane-elec,da-sd-16gb-r,0,5353
176288,176288,1792,538,cyber acoustics computer stereo silver headset microphone,electronics - general,cyber acoustics,ac401,cyber acoustics ac-744 earclip headset with microphone with pc y-adapter,accessories supplies,cyber acoustics,ac-744,0,6504
178037,178037,1919,543,creative labs d100 speakers green,portable audio,creative labs,mf8090aa004,creative d100 wireless bluetooth speakers - green 51mf8090aa004,computer speakers,creative labs,51mf8090aa004,1,9128
179974,179974,324,548,corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x4096-6400c5c,memory,corsair,twin2x4096-6400c5c,corsair memory vs2gb800d2 2 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,memory,corsair,vs2gb800d2,0,6096
180018,180018,722,548,corsair memory vs2gbkit400c3 2 gb pc3200 400mhz 184-pin ddr desktop memory kit,memory,corsair,vs2gbkit400c3,corsair memory vs2gb800d2 2 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,memory,corsair,vs2gb800d2,0,8426
180175,180175,2037,548,corsair xms2 4 gb 2 x 2 gb pc2-6400 800 mhz 240-pin ddr2 dual-channel memory kit - twin2x4096-6400c5,memory,corsair,twin2x4096-6400c5,corsair memory vs2gb800d2 2 gb pc2-6400 800mhz 240-pin ddr2 dual channel desktop memory,memory,corsair,vs2gb800d2,0,753
180256,180256,324,549,corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x4096-6400c5c,memory,corsair,twin2x4096-6400c5c,corsair memory vs2gb667d2 2 gb pc2-5300 667mhz 240-pin ddr2 dual channel desktop memory,computers accessories,corsair,vs2gb667d2,0,8490
180300,180300,722,549,corsair memory vs2gbkit400c3 2 gb pc3200 400mhz 184-pin ddr desktop memory kit,memory,corsair,vs2gbkit400c3,corsair memory vs2gb667d2 2 gb pc2-5300 667mhz 240-pin ddr2 dual channel desktop memory,computers accessories,corsair,vs2gb667d2,0,5060
180729,180729,1073,550,corsair hx3x12g1333c9 12 gb xms3 6 x 2 gb pc3-10600 1333mhz 240-pin ddr3 core i7 triple channel memory kit desktop memory module,memory,corsair,hx3x12g1333c9,corsair tr3x6g1333c9 xms3 6 gb 3 x 2 gb pc3-10666 1333mhz 240-pin ddr3 core i7 memory kit,memory,corsair,tr3x6g1333c9,0,3853
181693,181693,324,552,corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x4096-6400c5c,memory,corsair,twin2x4096-6400c5c,corsair xms3 dhx 4gb 2 x 2gb pc3-10666 1333mhz 240-pin ddr3 cl9 dual channel desktop memory kit - tw3x4g1333c9dhx,memory,corsair,tw3x4g1333c9dhx,0,4450
181752,181752,599,552,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit,memory,corsair,cm2x2048-6400c5,corsair xms3 dhx 4gb 2 x 2gb pc3-10666 1333mhz 240-pin ddr3 cl9 dual channel desktop memory kit - tw3x4g1333c9dhx,memory,corsair,tw3x4g1333c9dhx,0,9514
183266,183266,599,556,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit,memory,corsair,cm2x2048-6400c5,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 desktop memory module,memory,corsair,cm2x2048-6400c5,1,491
183318,183318,1616,556,edge 1gb pc2-4200 ddr2 533mhz 240-pin desktop memory module,memory,edge,pe197711,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 desktop memory module,memory,corsair,cm2x2048-6400c5,0,4257
183344,183344,2037,556,corsair xms2 4 gb 2 x 2 gb pc2-6400 800 mhz 240-pin ddr2 dual-channel memory kit - twin2x4096-6400c5,memory,corsair,twin2x4096-6400c5,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 desktop memory module,memory,corsair,cm2x2048-6400c5,0,979
183903,183903,1355,559,cooler master vortex plus cpu cooler,electronics - general,coolermaster,rrvtps28pkr1,cooler master vortex plus cpu cooler rr-vtps-28pk-r1,computers accessories,cooler master,rr-vtps-28pk-r1,1,559
190072,190072,1810,577,microsoft comfort optical mouse 3000 silver blue,mice,microsoft,d1t00011,comfort opt mse3000 silver blu,computers accessories,microsoft,d1t-00011,1,1020
190196,190196,1191,578,siig 1m mini displayport to display port adapter cable,electronics - general,siig,cb-dp0d11-s1,6in displayport-male to dvi-i female adapter cable,,tripp lite,p134-000,0,6139
191430,191430,490,581,coby pink high-performance isolation stereo earphones cvem79pnk,electronics - general,coby,cvem79pnk,coby cve92 isolation stereo earphones,headphones,coby,cve92,0,10189
193531,193531,500,587,cobra highgear noise-canceling external speaker,stereos/audio,cobra,hg-s300,cobra hg s100 highgear external dynamic speaker,,cobra,hg s100,0,2435
193814,193814,1525,589,cobra 16-mile range 22-channel gmrs 2-way radio,walkie-talkie/frs,cobra,cx-105,cobra cxr925 micro talk 35-mile 22-channel frs gmrs two-way radio,gmrs-frs two-way radios,cobra,cxr925,0,2996
196978,196978,2305,598,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,clickfree automatic backup 500 gb usb 2.0 portable external hard drive hd525 pearl white,computers accessories,clickfree,525-1003-100,0,9403
198238,198238,848,602,clarion half-din graphic equalizer with built-in crossover,car stereos,clarion,eqs746,clarion eqs746 1 2 din graphic equalizer with built-in crossover,equalizers,clarion,eqs746,1,9395
199634,199634,581,606,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,cinewhite prime vision series fixed frame screen - 150 diagonal,projection screens,elite,,0,649
199729,199729,1136,606,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,cinewhite prime vision series fixed frame screen - 150 diagonal,projection screens,elite,,0,100
202682,202682,136,613,casio xj-a235u green slim dlp projector,electronics - general,casio,xja235u,casio green slim line projector xj-a255v,video projectors,casio,xj-a255v,0,7102
205575,205575,770,618,gear head 2.4 ghz wireless mini touchpad usb keyboard black,electronics - general,gear head,kb3800tpw,case logic mini 2.4 ghz wireless keyboard black kwd-500,keyboards,case logic,kwd-500,0,7913
206250,206250,101,620,case logic slr camera backpack,mp3 accessories,case logic,dcb-309black,case logic tbc-306 slr camera holster black,cases bags,case logic,tbc-306black,0,8120
206259,206259,145,620,case logic medium slr camera bag,photography - general,case logic,133827,case logic tbc-306 slr camera holster black,cases bags,case logic,tbc-306black,0,9976
207145,207145,1382,621,case logic trend compact camera case,mp3 accessories,case logic,214336,case logic tbc-302 ultra compact camera case with storage black,cases bags,case logic,tbc302black,0,449
207513,207513,101,622,case logic slr camera backpack,mp3 accessories,case logic,dcb-309black,case logic slrc-206 slr camera and 15.4-inch laptop backpack black,professional video accessories,case logic,slrc-206black,0,2443
207654,207654,661,622,case logic 16 laptop backpack,electronics - general,case logic,154710,case logic slrc-206 slr camera and 15.4-inch laptop backpack black,professional video accessories,case logic,slrc-206black,0,9498
209275,209275,144,625,case logic 16 value laptop briefcase black,computers,case logic,vnci116black,case logic dlbp-114 14-inch laptop backpack black,bags cases,case logic,dlbp-114black,0,8033
209372,209372,661,625,case logic 16 laptop backpack,electronics - general,case logic,154710,case logic dlbp-114 14-inch laptop backpack black,bags cases,case logic,dlbp-114black,0,2543
209603,209603,1879,625,case logic urban simplicity laptop backpack,electronics - general,case logic,120463,case logic dlbp-114 14-inch laptop backpack black,bags cases,case logic,dlbp-114black,0,7698
209764,209764,101,626,case logic slr camera backpack,mp3 accessories,case logic,dcb-309black,case logic dcb-66 high zoom camera case black,cases bags,case logic,dcb-66,0,3160
210114,210114,1632,626,case logic high zoom camera case,mp3 accessories,case logic,152256,case logic dcb-66 high zoom camera case black,cases bags,case logic,dcb-66,0,4239
215260,215260,1511,635,canon powershot elph 100 hs blue 12.1 mp digital camera with 4x optical zoom 3.0 lcd 1080p hd video w 50 bonus prints,digital cameras,canon,4925b001aa,canon powershot a2200 14.1 mp digital camera with 4x optical zoom black,point shoot digital cameras,canon,a2200 ( black ),0,9881
215594,215594,693,637,canon mp41dhii printing calculator,stationery & office machinery,canon,mp41dhii,canon mp27d printing calculator 6995a001ab,printing,canon,6995a001ab,0,1475
215843,215843,2342,641,canon imageclass mf4570dn laser multifunction printer,stationery & office machinery,canon,4509b020aa,canon imageclass d1120 laser multifunction copier 3478b001aa,laser printers,canon,d1120,0,8064
215869,215869,884,642,avery copper reinforced leather tab dividers 12-tab jan-dec letter black 12 set,stationery & office machinery,avery,25181,copper reinforced leather tab dividers 31-tab,printer accessories,avery,,0,838
216073,216073,2033,644,canon cli-221 magenta ink cartridge 2948b001,printers,canon,cli221mag,canon cli-8m magenta ink tank,inkjet printer ink,canon,0622b002,0,7519
216080,216080,2365,644,canon cli-226 black ink tank,printers,canon,4546b001,canon cli-8m magenta ink tank,inkjet printer ink,canon,0622b002,0,8244
216107,216107,1334,645,canon cli-226 black ink tank,printers,canon,,canon cli-226 magenta ink tank 4548b001,inkjet printer ink,canon,4548b001,0,3822
216108,216108,1508,645,canon cli-226 cyan ink tank,printers,canon,4547b001,canon cli-226 magenta ink tank 4548b001,inkjet printer ink,canon,4548b001,0,3560
216121,216121,2033,645,canon cli-221 magenta ink cartridge 2948b001,printers,canon,cli221mag,canon cli-226 magenta ink tank 4548b001,inkjet printer ink,canon,4548b001,0,1580
216128,216128,2365,645,canon cli-226 black ink tank,printers,canon,4546b001,canon cli-226 magenta ink tank 4548b001,inkjet printer ink,canon,4548b001,0,10095
216306,216306,1334,646,canon cli-226 black ink tank,printers,canon,,canon cli-221 ink tank black,inkjet printer ink,canon,2946b001,0,1981
216337,216337,1508,646,canon cli-226 cyan ink tank,printers,canon,4547b001,canon cli-221 ink tank black,inkjet printer ink,canon,2946b001,0,129
216446,216446,2365,646,canon cli-226 black ink tank,printers,canon,4546b001,canon cli-221 ink tank black,inkjet printer ink,canon,2946b001,0,4153
216880,216880,54,649,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,2455b002,0,24
218272,218272,458,653,v7 25 cat5e snagless network patch cable yellow,electronics - general,v7,v7n3c5e-25f-ylws,cables unlimited utp-1400-25y cat5e snagless patch cable 25 feet yellow,cables interconnects,cables unlimited,utp-1400-25y,0,9470
220864,220864,1966,659,cables unlimited 15 usb 2.0 a to b cable clear,electronics - general,cables unlimited,usb-5010-05m,cables unlimited retractable usb 2.0 mini5 pin cable black,data cables,cables unlimited,zip-usb2-c05,0,4613
220996,220996,2514,659,cables unlimited 3 high-speed hdmi cable black,tv accessories,cables unlimited,pcm-2295-03,cables unlimited retractable usb 2.0 mini5 pin cable black,data cables,cables unlimited,zip-usb2-c05,0,4066
222486,222486,1796,664,cables unlimited - 3.5 mm 50 male to female stereo cable,electronics - general,cables unlimited,aud-1000-50,cables to go - 03182 - 3.5 mm stereo female to rca male y-cable,rca cables,cables to go,3182,0,10021
222555,222555,380,665,cables to go 2m vga video cable adapter,electronics - general,cables to go,54187,cables to go 29559 trulink uxga video signal booster,accessories supplies,cables to go,29559,0,344
